adm3_en,month,NO2,date
City of Zamboanga,2021-12,4.11726036420803E-5,2021-12-01T00:00:00
City of Isabela,2021-12,4.2735613711814146E-5,2021-12-01T00:00:00
Pateros,2021-12,8.312211400366844E-5,2021-12-01T00:00:00
City of Puerto Princesa,2021-12,3.995843641654194E-5,2021-12-01T00:00:00
City of Lucena,2021-12,4.70344483847767E-5,2021-12-01T00:00:00
City of Bacolod,2021-12,4.693113004754274E-5,2021-12-01T00:00:00
City of Iloilo,2021-12,4.559452582987703E-5,2021-12-01T00:00:00
City of Cebu,2021-12,4.5004877360559154E-5,2021-12-01T00:00:00
City of Lapu-Lapu,2021-12,4.7106779382635835E-5,2021-12-01T00:00:00
City of Mandaue,2021-12,4.807496321913669E-5,2021-12-01T00:00:00
City of Cagayan De Oro,2022-01,4.7537867306710875E-5,2022-01-01T00:00:00
City of Iligan,2022-01,4.6474216145794604E-5,2022-01-01T00:00:00
City of Davao,2022-01,4.2806474698571294E-5,2022-01-01T00:00:00
City of General Santos,2022-01,4.120422428156152E-5,2022-01-01T00:00:00
City of Caloocan,2022-01,8.082060523749339E-5,2022-01-01T00:00:00
City of Makati,2022-01,9.83391251223715E-5,2022-01-01T00:00:00
City of Malabon,2022-01,9.995961855801851E-5,2022-01-01T00:00:00
City of Mandaluyong,2022-01,1.0382795062957886E-4,2022-01-01T00:00:00
City of Manila,2022-01,1.1881925364292099E-4,2022-01-01T00:00:00
City of Marikina,2022-01,7.83168695627238E-5,2022-01-01T00:00:00
City of Muntinlupa,2022-01,6.887983091031568E-5,2022-01-01T00:00:00
City of Navotas,2022-01,9.788002114548889E-5,2022-01-01T00:00:00
Pasay City,2022-01,1.054227592293204E-4,2022-01-01T00:00:00
City of Pasig,2022-01,8.440919574944868E-5,2022-01-01T00:00:00
Quezon City,2022-01,8.595390752915101E-5,2022-01-01T00:00:00
City of San Juan,2022-01,1.0663206277391388E-4,2022-01-01T00:00:00
City of Taguig,2022-01,8.369291804848144E-5,2022-01-01T00:00:00
City of Valenzuela,2022-01,9.26575656477446E-5,2022-01-01T00:00:00
City of Baguio,2022-01,5.280620270424158E-5,2022-01-01T00:00:00
City of Butuan,2022-01,4.119554902096336E-5,2022-01-01T00:00:00
City of Cotabato,2022-01,4.467821140690074E-5,2022-01-01T00:00:00
City of Angeles,2022-01,5.7700460594265724E-5,2022-01-01T00:00:00
City of Olongapo,2022-01,5.5260633758389324E-5,2022-01-01T00:00:00
Ormoc City,2022-01,4.1530187772337925E-5,2022-01-01T00:00:00
City of Tacloban,2022-01,3.9104494321776E-5,2022-01-01T00:00:00
City of Zamboanga,2022-01,4.0533218078317814E-5,2022-01-01T00:00:00
City of Isabela,2022-01,4.3153595403912797E-5,2022-01-01T00:00:00
Pateros,2022-01,8.067519870396249E-5,2022-01-01T00:00:00
City of Puerto Princesa,2022-01,4.1301460278127396E-5,2022-01-01T00:00:00
City of Lucena,2022-01,5.0880117732406534E-5,2022-01-01T00:00:00
City of Bacolod,2022-01,5.0330909062070826E-5,2022-01-01T00:00:00
City of Iloilo,2022-01,4.773767924527417E-5,2022-01-01T00:00:00
City of Cebu,2022-01,4.7004268434905366E-5,2022-01-01T00:00:00
City of Lapu-Lapu,2022-01,4.925278069991875E-5,2022-01-01T00:00:00
City of Mandaue,2022-01,5.1271495180088656E-5,2022-01-01T00:00:00
City of Cagayan De Oro,2022-02,4.5594774255257066E-5,2022-02-01T00:00:00
City of Iligan,2022-02,4.514217914345882E-5,2022-02-01T00:00:00
City of Davao,2022-02,3.785033696679027E-5,2022-02-01T00:00:00
City of General Santos,2022-02,4.1264315692206544E-5,2022-02-01T00:00:00
City of Caloocan,2022-02,7.82805591659232E-5,2022-02-01T00:00:00
City of Makati,2022-02,9.322769877999798E-5,2022-02-01T00:00:00
City of Malabon,2022-02,1.0824588813959624E-4,2022-02-01T00:00:00
City of Mandaluyong,2022-02,9.276053157553112E-5,2022-02-01T00:00:00
City of Manila,2022-02,1.1474819394978976E-4,2022-02-01T00:00:00
City of Marikina,2022-02,6.451079024488772E-5,2022-02-01T00:00:00
City of Muntinlupa,2022-02,5.920447727887003E-5,2022-02-01T00:00:00
City of Navotas,2022-02,1.0704131833784132E-4,2022-02-01T00:00:00
Pasay City,2022-02,9.913333426059058E-5,2022-02-01T00:00:00
City of Pasig,2022-02,7.905490602359181E-5,2022-02-01T00:00:00
Quezon City,2022-02,7.866024781608895E-5,2022-02-01T00:00:00
City of San Juan,2022-02,9.118942346157101E-5,2022-02-01T00:00:00
City of Taguig,2022-02,7.40141665818034E-5,2022-02-01T00:00:00
City of Valenzuela,2022-02,9.267323484244879E-5,2022-02-01T00:00:00
City of Baguio,2022-02,5.268318229149833E-5,2022-02-01T00:00:00
City of Butuan,2022-02,3.9234400723740354E-5,2022-02-01T00:00:00
City of Cotabato,2022-02,4.4055239231123556E-5,2022-02-01T00:00:00
City of Angeles,2022-02,5.520360916604579E-5,2022-02-01T00:00:00
City of Olongapo,2022-02,4.9673813215152367E-5,2022-02-01T00:00:00
Ormoc City,2022-02,3.9457192856711224E-5,2022-02-01T00:00:00
City of Tacloban,2022-02,3.791910140139723E-5,2022-02-01T00:00:00
City of Zamboanga,2022-02,4.0707778903009557E-5,2022-02-01T00:00:00
City of Isabela,2022-02,4.2350190973282855E-5,2022-02-01T00:00:00
Pateros,2022-02,7.848555385148914E-5,2022-02-01T00:00:00
City of Puerto Princesa,2022-02,4.025527506098985E-5,2022-02-01T00:00:00
City of Lucena,2022-02,4.528676865837324E-5,2022-02-01T00:00:00
City of Bacolod,2022-02,4.6191759589324164E-5,2022-02-01T00:00:00
City of Iloilo,2022-02,4.338071225490127E-5,2022-02-01T00:00:00
City of Cebu,2022-02,4.2917171813267534E-5,2022-02-01T00:00:00
City of Lapu-Lapu,2022-02,4.426647036806729E-5,2022-02-01T00:00:00
City of Mandaue,2022-02,4.6221359113580016E-5,2022-02-01T00:00:00
City of Cagayan De Oro,2022-03,4.541039069608498E-5,2022-03-01T00:00:00
City of Iligan,2022-03,4.3427454888542804E-5,2022-03-01T00:00:00
City of Davao,2022-03,3.963137702995498E-5,2022-03-01T00:00:00
City of General Santos,2022-03,3.914714655788825E-5,2022-03-01T00:00:00
City of Caloocan,2022-03,1.007433205427484E-4,2022-03-01T00:00:00
City of Makati,2022-03,1.0696811919923789E-4,2022-03-01T00:00:00
City of Malabon,2022-03,1.282238034776782E-4,2022-03-01T00:00:00
City of Mandaluyong,2022-03,1.1413179994949568E-4,2022-03-01T00:00:00
City of Manila,2022-03,1.354073085261305E-4,2022-03-01T00:00:00
City of Marikina,2022-03,8.292642923109077E-5,2022-03-01T00:00:00
City of Muntinlupa,2022-03,6.49057337009395E-5,2022-03-01T00:00:00
City of Navotas,2022-03,1.2091637188782142E-4,2022-03-01T00:00:00
Pasay City,2022-03,1.0917929676528993E-4,2022-03-01T00:00:00
City of Pasig,2022-03,9.67701270646379E-5,2022-03-01T00:00:00
Quezon City,2022-03,1.0140746828872319E-4,2022-03-01T00:00:00
City of San Juan,2022-03,1.2064191106351341E-4,2022-03-01T00:00:00
City of Taguig,2022-03,8.943363638457353E-5,2022-03-01T00:00:00
City of Valenzuela,2022-03,1.1698017998573753E-4,2022-03-01T00:00:00
City of Baguio,2022-03,5.392159803523803E-5,2022-03-01T00:00:00
City of Butuan,2022-03,3.70867608327801E-5,2022-03-01T00:00:00
City of Cotabato,2022-03,4.1310859644143314E-5,2022-03-01T00:00:00
City of Angeles,2022-03,6.797493150422258E-5,2022-03-01T00:00:00
City of Olongapo,2022-03,5.654316766874448E-5,2022-03-01T00:00:00
Ormoc City,2022-03,3.741048873968051E-5,2022-03-01T00:00:00
City of Tacloban,2022-03,3.784616804832757E-5,2022-03-01T00:00:00
City of Zamboanga,2022-03,3.7748889621306016E-5,2022-03-01T00:00:00
City of Isabela,2022-03,3.984399752397897E-5,2022-03-01T00:00:00
Pateros,2022-03,9.55413400801714E-5,2022-03-01T00:00:00
City of Puerto Princesa,2022-03,3.9113044664384505E-5,2022-03-01T00:00:00
City of Lucena,2022-03,5.0004397732198384E-5,2022-03-01T00:00:00
City of Bacolod,2022-03,4.6283419703000195E-5,2022-03-01T00:00:00
City of Iloilo,2022-03,4.697087779717158E-5,2022-03-01T00:00:00
City of Cebu,2022-03,4.151198308250746E-5,2022-03-01T00:00:00
City of Lapu-Lapu,2022-03,4.23066673660682E-5,2022-03-01T00:00:00
City of Mandaue,2022-03,4.553980632525836E-5,2022-03-01T00:00:00
City of Cagayan De Oro,2022-04,4.708015735086847E-5,2022-04-01T00:00:00
City of Iligan,2022-04,4.475292178028677E-5,2022-04-01T00:00:00
City of Davao,2022-04,4.182602980384273E-5,2022-04-01T00:00:00
City of General Santos,2022-04,4.087549325720684E-5,2022-04-01T00:00:00
City of Caloocan,2022-04,7.931509347337259E-5,2022-04-01T00:00:00
City of Makati,2022-04,8.557746684553686E-5,2022-04-01T00:00:00
City of Malabon,2022-04,9.567153479757051E-5,2022-04-01T00:00:00
City of Mandaluyong,2022-04,9.356505407211007E-5,2022-04-01T00:00:00
City of Manila,2022-04,1.065556955254919E-4,2022-04-01T00:00:00
City of Marikina,2022-04,7.630151477082704E-5,2022-04-01T00:00:00
City of Muntinlupa,2022-04,6.940347052875978E-5,2022-04-01T00:00:00
City of Navotas,2022-04,9.483019287738122E-5,2022-04-01T00:00:00
Pasay City,2022-04,8.813923265757068E-5,2022-04-01T00:00:00
City of Pasig,2022-04,8.319285239269252E-5,2022-04-01T00:00:00
Quezon City,2022-04,8.58387944537257E-5,2022-04-01T00:00:00
City of San Juan,2022-04,1.0187967818014932E-4,2022-04-01T00:00:00
City of Taguig,2022-04,7.538839252924582E-5,2022-04-01T00:00:00
City of Valenzuela,2022-04,8.705592010017887E-5,2022-04-01T00:00:00
City of Baguio,2022-04,5.231885537682029E-5,2022-04-01T00:00:00
City of Butuan,2022-04,4.0654766768057584E-5,2022-04-01T00:00:00
City of Cotabato,2022-04,4.4076556621605344E-5,2022-04-01T00:00:00
City of Angeles,2022-04,5.9181592578413417E-5,2022-04-01T00:00:00
City of Olongapo,2022-04,5.416389115113892E-5,2022-04-01T00:00:00
Ormoc City,2022-04,4.050042862963613E-5,2022-04-01T00:00:00
City of Tacloban,2022-04,3.875738785927473E-5,2022-04-01T00:00:00
City of Zamboanga,2022-04,4.039069030076438E-5,2022-04-01T00:00:00
City of Isabela,2022-04,4.417095549566709E-5,2022-04-01T00:00:00
Pateros,2022-04,7.868059705481314E-5,2022-04-01T00:00:00
City of Puerto Princesa,2022-04,4.015908151215473E-5,2022-04-01T00:00:00
City of Lucena,2022-04,5.08231398363941E-5,2022-04-01T00:00:00
City of Bacolod,2022-04,4.9396997819280374E-5,2022-04-01T00:00:00
City of Iloilo,2022-04,4.4654105664103135E-5,2022-04-01T00:00:00
City of Cebu,2022-04,4.7604895901886735E-5,2022-04-01T00:00:00
City of Lapu-Lapu,2022-04,4.6844094464782975E-5,2022-04-01T00:00:00
City of Mandaue,2022-04,5.0230255775031504E-5,2022-04-01T00:00:00
City of Cagayan De Oro,2022-05,4.82656096554725E-5,2022-05-01T00:00:00
City of Iligan,2022-05,4.833042776909805E-5,2022-05-01T00:00:00
City of Davao,2022-05,4.525330088727E-5,2022-05-01T00:00:00
City of General Santos,2022-05,4.307742900134433E-5,2022-05-01T00:00:00
City of Caloocan,2022-05,1.0096038322651405E-4,2022-05-01T00:00:00
City of Makati,2022-05,9.502978419759117E-5,2022-05-01T00:00:00
City of Malabon,2022-05,1.1983935131802341E-4,2022-05-01T00:00:00
City of Mandaluyong,2022-05,9.969107024777575E-5,2022-05-01T00:00:00
City of Manila,2022-05,1.1947493795828036E-4,2022-05-01T00:00:00
City of Marikina,2022-05,8.189035288314462E-5,2022-05-01T00:00:00
City of Muntinlupa,2022-05,7.374510989196591E-5,2022-05-01T00:00:00
City of Navotas,2022-05,1.1346314110651412E-4,2022-05-01T00:00:00
Pasay City,2022-05,9.605542254826217E-5,2022-05-01T00:00:00
City of Pasig,2022-05,8.570925154834863E-5,2022-05-01T00:00:00
Quezon City,2022-05,9.441842852975278E-5,2022-05-01T00:00:00
City of San Juan,2022-05,1.046330675497524E-4,2022-05-01T00:00:00
City of Taguig,2022-05,7.695447443823311E-5,2022-05-01T00:00:00
City of Valenzuela,2022-05,1.1791175246013382E-4,2022-05-01T00:00:00
City of Baguio,2022-05,5.743105517188051E-5,2022-05-01T00:00:00
City of Butuan,2022-05,4.231123104348501E-5,2022-05-01T00:00:00
City of Cotabato,2022-05,4.6278368727230274E-5,2022-05-01T00:00:00
City of Angeles,2022-05,7.395351844942712E-5,2022-05-01T00:00:00
City of Olongapo,2022-05,6.392121387517357E-5,2022-05-01T00:00:00
Ormoc City,2022-05,4.182762870504494E-5,2022-05-01T00:00:00
City of Tacloban,2022-05,4.0945492859893504E-5,2022-05-01T00:00:00
City of Zamboanga,2022-05,4.2957455724363895E-5,2022-05-01T00:00:00
City of Isabela,2022-05,4.341966498790044E-5,2022-05-01T00:00:00
Pateros,2022-05,7.76727693863067E-5,2022-05-01T00:00:00
City of Puerto Princesa,2022-05,4.12669218902024E-5,2022-05-01T00:00:00
City of Lucena,2022-05,5.282898666293747E-5,2022-05-01T00:00:00
City of Bacolod,2022-05,5.14141626643049E-5,2022-05-01T00:00:00
City of Iloilo,2022-05,5.496167293633952E-5,2022-05-01T00:00:00
City of Cebu,2022-05,5.0294400503481674E-5,2022-05-01T00:00:00
City of Lapu-Lapu,2022-05,5.0470090285648345E-5,2022-05-01T00:00:00
City of Mandaue,2022-05,5.45249842490634E-5,2022-05-01T00:00:00
City of Cagayan De Oro,2022-06,4.6821740675487466E-5,2022-06-01T00:00:00
City of Iligan,2022-06,4.617171994903361E-5,2022-06-01T00:00:00
City of Davao,2022-06,4.218540361134668E-5,2022-06-01T00:00:00
City of General Santos,2022-06,4.031604100871667E-5,2022-06-01T00:00:00
City of Caloocan,2022-06,1.1448819131404908E-4,2022-06-01T00:00:00
City of Makati,2022-06,1.3419886261143959E-4,2022-06-01T00:00:00
City of Malabon,2022-06,1.3986312843304125E-4,2022-06-01T00:00:00
City of Mandaluyong,2022-06,1.442514149081739E-4,2022-06-01T00:00:00
City of Manila,2022-06,1.553419467477559E-4,2022-06-01T00:00:00
City of Marikina,2022-06,1.0402871311479802E-4,2022-06-01T00:00:00
City of Muntinlupa,2022-06,8.887840989858769E-5,2022-06-01T00:00:00
City of Navotas,2022-06,1.3045845902078104E-4,2022-06-01T00:00:00
Pasay City,2022-06,1.4032377501102308E-4,2022-06-01T00:00:00
City of Pasig,2022-06,1.1159888195544976E-4,2022-06-01T00:00:00
Quezon City,2022-06,1.177994552356929E-4,2022-06-01T00:00:00
City of San Juan,2022-06,1.4546543054833297E-4,2022-06-01T00:00:00
City of Taguig,2022-06,1.0279733849524759E-4,2022-06-01T00:00:00
City of Valenzuela,2022-06,1.2809828719295035E-4,2022-06-01T00:00:00
City of Baguio,2022-06,5.1988159321698464E-5,2022-06-01T00:00:00
City of Butuan,2022-06,4.107954536233193E-5,2022-06-01T00:00:00
City of Cotabato,2022-06,4.4251124291344076E-5,2022-06-01T00:00:00
City of Angeles,2022-06,7.105277544795549E-5,2022-06-01T00:00:00
City of Olongapo,2022-06,6.510586038243307E-5,2022-06-01T00:00:00
Ormoc City,2022-06,3.954512247341811E-5,2022-06-01T00:00:00
City of Tacloban,2022-06,3.859909804647448E-5,2022-06-01T00:00:00
City of Zamboanga,2022-06,4.1201673276965674E-5,2022-06-01T00:00:00
City of Isabela,2022-06,4.1904017344738104E-5,2022-06-01T00:00:00
Pateros,2022-06,1.042557687276318E-4,2022-06-01T00:00:00
City of Puerto Princesa,2022-06,4.222769294461816E-5,2022-06-01T00:00:00
City of Lucena,2022-06,5.270835711015114E-5,2022-06-01T00:00:00
City of Bacolod,2022-06,5.1362354673480906E-5,2022-06-01T00:00:00
City of Iloilo,2022-06,5.840343998076992E-5,2022-06-01T00:00:00
City of Cebu,2022-06,5.559452512532013E-5,2022-06-01T00:00:00
City of Lapu-Lapu,2022-06,5.230150291878888E-5,2022-06-01T00:00:00
City of Mandaue,2022-06,5.911587071589893E-5,2022-06-01T00:00:00
City of Cagayan De Oro,2022-07,4.5107214331372746E-5,2022-07-01T00:00:00
City of Iligan,2022-07,4.5966300240817295E-5,2022-07-01T00:00:00
City of Davao,2022-07,4.3635064059308576E-5,2022-07-01T00:00:00
City of General Santos,2022-07,3.9069838640975195E-5,2022-07-01T00:00:00
City of Caloocan,2022-07,1.0154237259957516E-4,2022-07-01T00:00:00
City of Makati,2022-07,1.0685190077002768E-4,2022-07-01T00:00:00
City of Malabon,2022-07,1.1210733820997729E-4,2022-07-01T00:00:00
City of Mandaluyong,2022-07,1.1253004140578967E-4,2022-07-01T00:00:00
City of Manila,2022-07,1.1767082278390733E-4,2022-07-01T00:00:00
City of Marikina,2022-07,1.0530088019168752E-4,2022-07-01T00:00:00
City of Muntinlupa,2022-07,7.859287772908436E-5,2022-07-01T00:00:00
City of Navotas,2022-07,1.0480019118548525E-4,2022-07-01T00:00:00
Pasay City,2022-07,1.0572285942668813E-4,2022-07-01T00:00:00
City of Pasig,2022-07,1.054959146736545E-4,2022-07-01T00:00:00
Quezon City,2022-07,1.0991160074195575E-4,2022-07-01T00:00:00
City of San Juan,2022-07,1.15885812479771E-4,2022-07-01T00:00:00
City of Taguig,2022-07,9.319219138748454E-5,2022-07-01T00:00:00
City of Valenzuela,2022-07,1.0702086957928881E-4,2022-07-01T00:00:00
City of Baguio,2022-07,5.573761280717919E-5,2022-07-01T00:00:00
City of Butuan,2022-07,4.1455105867826043E-5,2022-07-01T00:00:00
City of Cotabato,2022-07,4.394820927529143E-5,2022-07-01T00:00:00
City of Angeles,2022-07,6.19455089177164E-5,2022-07-01T00:00:00
City of Olongapo,2022-07,5.958992702064E-5,2022-07-01T00:00:00
Ormoc City,2022-07,3.945449456011193E-5,2022-07-01T00:00:00
City of Tacloban,2022-07,3.971857991113286E-5,2022-07-01T00:00:00
City of Zamboanga,2022-07,3.7955223855995594E-5,2022-07-01T00:00:00
City of Isabela,2022-07,4.107490660673542E-5,2022-07-01T00:00:00
Pateros,2022-07,9.587724420911524E-5,2022-07-01T00:00:00
City of Puerto Princesa,2022-07,4.27209756079631E-5,2022-07-01T00:00:00
City of Lucena,2022-07,4.952699742132964E-5,2022-07-01T00:00:00
City of Bacolod,2022-07,4.4835187572831745E-5,2022-07-01T00:00:00
City of Iloilo,2022-07,4.929626815349389E-5,2022-07-01T00:00:00
City of Cebu,2022-07,5.697571676531256E-5,2022-07-01T00:00:00
City of Lapu-Lapu,2022-07,4.9672624063688904E-5,2022-07-01T00:00:00
City of Mandaue,2022-07,6.470487109382717E-5,2022-07-01T00:00:00
City of Cagayan De Oro,2022-08,4.766602191482087E-5,2022-08-01T00:00:00
City of Iligan,2022-08,4.739115130622184E-5,2022-08-01T00:00:00
City of Davao,2022-08,4.3949641771329705E-5,2022-08-01T00:00:00
City of General Santos,2022-08,4.121040114078734E-5,2022-08-01T00:00:00
City of Caloocan,2022-08,9.475431004177102E-5,2022-08-01T00:00:00
City of Makati,2022-08,9.579416378594101E-5,2022-08-01T00:00:00
City of Malabon,2022-08,9.705313397749406E-5,2022-08-01T00:00:00
City of Mandaluyong,2022-08,1.0108395420388089E-4,2022-08-01T00:00:00
City of Manila,2022-08,1.0250951825489606E-4,2022-08-01T00:00:00
City of Marikina,2022-08,1.0972024430379146E-4,2022-08-01T00:00:00
City of Muntinlupa,2022-08,7.776701366213223E-5,2022-08-01T00:00:00
City of Navotas,2022-08,9.50745305601902E-5,2022-08-01T00:00:00
Pasay City,2022-08,9.61982584952696E-5,2022-08-01T00:00:00
City of Pasig,2022-08,1.0289478560553269E-4,2022-08-01T00:00:00
Quezon City,2022-08,1.0132914833237231E-4,2022-08-01T00:00:00
City of San Juan,2022-08,1.04523772547275E-4,2022-08-01T00:00:00
City of Taguig,2022-08,8.98209434042491E-5,2022-08-01T00:00:00
City of Valenzuela,2022-08,9.701501712113294E-5,2022-08-01T00:00:00
City of Baguio,2022-08,5.663900618319074E-5,2022-08-01T00:00:00
City of Butuan,2022-08,4.242065677471885E-5,2022-08-01T00:00:00
City of Cotabato,2022-08,4.3712388145343284E-5,2022-08-01T00:00:00
City of Angeles,2022-08,6.160321520182388E-5,2022-08-01T00:00:00
City of Olongapo,2022-08,5.7941055629475825E-5,2022-08-01T00:00:00
Ormoc City,2022-08,4.314591123892935E-5,2022-08-01T00:00:00
City of Tacloban,2022-08,4.0072485300578076E-5,2022-08-01T00:00:00
City of Zamboanga,2022-08,4.102323604135981E-5,2022-08-01T00:00:00
City of Isabela,2022-08,4.101787712986579E-5,2022-08-01T00:00:00
Pateros,2022-08,9.181627551547E-5,2022-08-01T00:00:00
City of Puerto Princesa,2022-08,4.136304748700846E-5,2022-08-01T00:00:00
City of Lucena,2022-08,5.140755799568978E-5,2022-08-01T00:00:00
City of Bacolod,2022-08,5.183425687568705E-5,2022-08-01T00:00:00
City of Iloilo,2022-08,5.276931492603844E-5,2022-08-01T00:00:00
City of Cebu,2022-08,5.711498246137092E-5,2022-08-01T00:00:00
City of Lapu-Lapu,2022-08,4.952430733157522E-5,2022-08-01T00:00:00
City of Mandaue,2022-08,6.190991219078658E-5,2022-08-01T00:00:00
City of Cagayan De Oro,2022-09,4.812432742138775E-5,2022-09-01T00:00:00
City of Iligan,2022-09,4.585314955030743E-5,2022-09-01T00:00:00
City of Davao,2022-09,4.503229802373803E-5,2022-09-01T00:00:00
City of General Santos,2022-09,4.3651623627860336E-5,2022-09-01T00:00:00
City of Caloocan,2022-09,9.183037269560618E-5,2022-09-01T00:00:00
City of Makati,2022-09,1.0088398969087044E-4,2022-09-01T00:00:00
City of Malabon,2022-09,9.211581931461333E-5,2022-09-01T00:00:00
City of Mandaluyong,2022-09,1.0466547013146898E-4,2022-09-01T00:00:00
City of Manila,2022-09,9.82463285464867E-5,2022-09-01T00:00:00
City of Marikina,2022-09,1.0282964103046504E-4,2022-09-01T00:00:00
City of Muntinlupa,2022-09,7.483124451068915E-5,2022-09-01T00:00:00
City of Navotas,2022-09,8.435342706831552E-5,2022-09-01T00:00:00
Pasay City,2022-09,9.865845080322556E-5,2022-09-01T00:00:00
City of Pasig,2022-09,1.035071945618531E-4,2022-09-01T00:00:00
Quezon City,2022-09,9.841632322405638E-5,2022-09-01T00:00:00
City of San Juan,2022-09,1.0282981118127597E-4,2022-09-01T00:00:00
City of Taguig,2022-09,9.467281797403738E-5,2022-09-01T00:00:00
City of Valenzuela,2022-09,8.872654743414561E-5,2022-09-01T00:00:00
City of Baguio,2022-09,5.5724542225092046E-5,2022-09-01T00:00:00
City of Butuan,2022-09,4.307887214599624E-5,2022-09-01T00:00:00
City of Cotabato,2022-09,4.543934392612492E-5,2022-09-01T00:00:00
City of Angeles,2022-09,6.462369712785597E-5,2022-09-01T00:00:00
City of Olongapo,2022-09,5.64055988522149E-5,2022-09-01T00:00:00
Ormoc City,2022-09,4.3205004084374424E-5,2022-09-01T00:00:00
City of Tacloban,2022-09,4.037690855608751E-5,2022-09-01T00:00:00
City of Zamboanga,2022-09,3.995729992276372E-5,2022-09-01T00:00:00
City of Isabela,2022-09,4.236112831373171E-5,2022-09-01T00:00:00
Pateros,2022-09,9.794088785472969E-5,2022-09-01T00:00:00
City of Puerto Princesa,2022-09,4.0572559534921174E-5,2022-09-01T00:00:00
City of Lucena,2022-09,5.408613370659371E-5,2022-09-01T00:00:00
City of Bacolod,2022-09,4.978823601852854E-5,2022-09-01T00:00:00
City of Iloilo,2022-09,4.9763887973828E-5,2022-09-01T00:00:00
City of Cebu,2022-09,5.71365389184785E-5,2022-09-01T00:00:00
City of Lapu-Lapu,2022-09,5.435194136578957E-5,2022-09-01T00:00:00
City of Mandaue,2022-09,6.980472745240352E-5,2022-09-01T00:00:00
City of Cagayan De Oro,2022-10,4.9473555671570754E-5,2022-10-01T00:00:00
City of Iligan,2022-10,4.838850841991571E-5,2022-10-01T00:00:00
City of Davao,2022-10,4.4287917531426316E-5,2022-10-01T00:00:00
City of General Santos,2022-10,4.177810586049204E-5,2022-10-01T00:00:00
City of Caloocan,2022-10,8.814439421087935E-5,2022-10-01T00:00:00
City of Makati,2022-10,1.1889192714161214E-4,2022-10-01T00:00:00
City of Malabon,2022-10,1.030535067048799E-4,2022-10-01T00:00:00
City of Mandaluyong,2022-10,1.1524282113022502E-4,2022-10-01T00:00:00
City of Manila,2022-10,1.1721985169617934E-4,2022-10-01T00:00:00
City of Marikina,2022-10,9.581240725997731E-5,2022-10-01T00:00:00
City of Muntinlupa,2022-10,7.708413419888879E-5,2022-10-01T00:00:00
City of Navotas,2022-10,9.821823381026648E-5,2022-10-01T00:00:00
Pasay City,2022-10,1.1579647721196614E-4,2022-10-01T00:00:00
City of Pasig,2022-10,1.1160026563353203E-4,2022-10-01T00:00:00
Quezon City,2022-10,9.526841808318017E-5,2022-10-01T00:00:00
City of San Juan,2022-10,1.1331992022992114E-4,2022-10-01T00:00:00
City of Taguig,2022-10,1.0405161662054352E-4,2022-10-01T00:00:00
City of Valenzuela,2022-10,9.467822860290046E-5,2022-10-01T00:00:00
City of Baguio,2022-10,5.751262143323397E-5,2022-10-01T00:00:00
City of Butuan,2022-10,4.445557073336705E-5,2022-10-01T00:00:00
City of Cotabato,2022-10,4.5106813587995624E-5,2022-10-01T00:00:00
City of Angeles,2022-10,6.212063898811719E-5,2022-10-01T00:00:00
City of Olongapo,2022-10,5.839814442951311E-5,2022-10-01T00:00:00
Ormoc City,2022-10,4.2489303979774084E-5,2022-10-01T00:00:00
City of Tacloban,2022-10,4.216332962489323E-5,2022-10-01T00:00:00
City of Zamboanga,2022-10,4.12249329154557E-5,2022-10-01T00:00:00
City of Isabela,2022-10,4.365937316803347E-5,2022-10-01T00:00:00
Pateros,2022-10,1.1240266024622087E-4,2022-10-01T00:00:00
City of Puerto Princesa,2022-10,4.000171763519242E-5,2022-10-01T00:00:00
City of Lucena,2022-10,5.4976684157678945E-5,2022-10-01T00:00:00
City of Bacolod,2022-10,4.877176443788344E-5,2022-10-01T00:00:00
City of Iloilo,2022-10,4.927978778079153E-5,2022-10-01T00:00:00
City of Cebu,2022-10,5.4448453877010145E-5,2022-10-01T00:00:00
City of Lapu-Lapu,2022-10,5.2933094443691504E-5,2022-10-01T00:00:00
City of Mandaue,2022-10,6.22030105758584E-5,2022-10-01T00:00:00
City of Cagayan De Oro,2022-11,4.8086194617577594E-5,2022-11-01T00:00:00
City of Iligan,2022-11,4.7127667557139264E-5,2022-11-01T00:00:00
City of Davao,2022-11,4.225353227905574E-5,2022-11-01T00:00:00
City of General Santos,2022-11,4.0536881400847456E-5,2022-11-01T00:00:00
City of Caloocan,2022-11,9.650345527709636E-5,2022-11-01T00:00:00
City of Makati,2022-11,1.0330521718847086E-4,2022-11-01T00:00:00
City of Malabon,2022-11,1.1698959660189064E-4,2022-11-01T00:00:00
City of Mandaluyong,2022-11,1.113368810188523E-4,2022-11-01T00:00:00
City of Manila,2022-11,1.357743490047348E-4,2022-11-01T00:00:00
City of Marikina,2022-11,9.710231933740781E-5,2022-11-01T00:00:00
City of Muntinlupa,2022-11,6.18815824833773E-5,2022-11-01T00:00:00
City of Navotas,2022-11,1.1266687083203464E-4,2022-11-01T00:00:00
Pasay City,2022-11,1.0367722292601199E-4,2022-11-01T00:00:00
City of Pasig,2022-11,9.42548433349933E-5,2022-11-01T00:00:00
Quezon City,2022-11,1.0282648524015919E-4,2022-11-01T00:00:00
City of San Juan,2022-11,1.2836849801787294E-4,2022-11-01T00:00:00
City of Taguig,2022-11,8.085427225641355E-5,2022-11-01T00:00:00
